aspect_id,judge,score
0175f1032d,J2,2.0
0175f1032d,J3,2.0
0175f1032d,J4,2.0
0175f1032d,J5,1.0
0175f1032d,J6,2.0
0175f1032d,J7,3.0
0175f1032d,J8,3.0
0175f1032d,J9,3.0
01a4d7b5a9,J1,7.25
01a4d7b5a9,J2,7.25
01a4d7b5a9,J3,6.75
01a4d7b5a9,J4,7.0
01a4d7b5a9,J5,6.75
01a4d7b5a9,J6,7.0
01a4d7b5a9,J7,7.5
01a4d7b5a9,J8,7.5
01a4d7b5a9,J9,7.25
01b91fabe0,J1,8.75
01b91fabe0,J2,8.25
01b91fabe0,J3,8.0
01b91fabe0,J4,8.25
01b91fabe0,J5,8.25
01b91fabe0,J6,7.5
01b91fabe0,J7,8.25
01b91fabe0,J8,8.5
01b91fabe0,J9,8.0
01ce9a916b,J1,7.75
01ce9a916b,J2,8.75
01ce9a916b,J3,8.25
01ce9a916b,J4,9.0
01ce9a916b,J5,9.0
01ce9a916b,J6,8.25
01ce9a916b,J7,9.25
01ce9a916b,J8,9.0
01ce9a916b,J9,8.25
01d1d99a96,J1,9.0
01d1d99a96,J2,9.0
01d1d99a96,J3,9.25
01d1d99a96,J4,8.75
01d1d99a96,J5,9.0
01d1d99a96,J6,8.75
01d1d99a96,J7,8.75
01d1d99a96,J8,9.0
01d1d99a96,J9,9.0
01d5dae0bd,J1,2.0
01d5dae0bd,J2,2.0
01d5dae0bd,J3,1.0
01d5dae0bd,J4,2.0
01d5dae0bd,J5,2.0
01d5dae0bd,J6,3.0
01d5dae0bd,J7,3.0
01d5dae0bd,J8,3.0
01d5dae0bd,J9,1.0
01d76b7687,J1,2.0
01d76b7687,J2,2.0
01d76b7687,J3,3.0
01d76b7687,J4,2.0
01d76b7687,J5,1.0
01d76b7687,J6,2.0
01d76b7687,J7,2.0
01d76b7687,J8,2.0
01d76b7687,J9,2.0
01ec22fabe,J1,-1.0
01ec22fabe,J2,-2.0
01ec22fabe,J3,-2.0
01ec22fabe,J4,-2.0
01ec22fabe,J5,-2.0
01ec22fabe,J6,-2.0
01ec22fabe,J7,-2.0
01ec22fabe,J8,-2.0
01ec22fabe,J9,-1.0
0207b723ac,J1,8.5
0207b723ac,J2,7.5
0207b723ac,J3,7.25
0207b723ac,J4,7.5
0207b723ac,J5,7.0
0207b723ac,J6,7.75
0207b723ac,J7,7.5
0207b723ac,J8,8.0
0207b723ac,J9,8.0
0211b2a7b0,J1,2.0
0211b2a7b0,J2,2.0
0211b2a7b0,J3,2.0
0211b2a7b0,J4,2.0
0211b2a7b0,J5,2.0
0211b2a7b0,J6,2.0
0211b2a7b0,J7,2.0
0211b2a7b0,J8,2.0
0211b2a7b0,J9,2.0
022a2d42f1,J1,-2.0
022a2d42f1,J2,-2.0
022a2d42f1,J3,-1.0
022a2d42f1,J4,-2.0
022a2d42f1,J5,-2.0
022a2d42f1,J6,-2.0
022a2d42f1,J7,-2.0
022a2d42f1,J8,-2.0
022a2d42f1,J9,-2.0
02514ef571,J1,7.5
02514ef571,J2,7.5
02514ef571,J3,8.25
02514ef571,J4,8.5
02514ef571,J5,8.0
02514ef571,J6,8.5
02514ef571,J7,8.25
02514ef571,J8,7.0
02514ef571,J9,8.0
026ee16f34,J1,2.0
026ee16f34,J2,3.0
026ee16f34,J3,2.0
026ee16f34,J4,2.0
026ee16f34,J5,2.0
026ee16f34,J6,1.0
026ee16f34,J7,2.0
026ee16f34,J8,1.0
026ee16f34,J9,3.0
027d9630dc,J1,9.5
027d9630dc,J2,9.75
027d9630dc,J3,9.5
027d9630dc,J4,9.0
027d9630dc,J5,9.0
027d9630dc,J6,9.25
027d9630dc,J7,8.25
027d9630dc,J8,9.75
027d9630dc,J9,9.25
02b8d17f3c,J1,8.5
02b8d17f3c,J2,8.25
02b8d17f3c,J3,8.0
02b8d17f3c,J4,7.5
02b8d17f3c,J5,8.5
02b8d17f3c,J6,7.5
02b8d17f3c,J7,7.0
02b8d17f3c,J8,8.25
02b8d17f3c,J9,8.25
02cc0ad8bc,J1,6.5
02cc0ad8bc,J2,6.25
02cc0ad8bc,J3,7.25
02cc0ad8bc,J4,6.0
02cc0ad8bc,J5,6.75
02cc0ad8bc,J6,7.0
02cc0ad8bc,J7,6.75
02cc0ad8bc,J8,6.5
02cc0ad8bc,J9,6.0
02ee768602,J1,3.0
02ee768602,J2,2.0
02ee768602,J3,2.0
02ee768602,J4,1.0
02ee768602,J5,2.0
02ee768602,J6,2.0
02ee768602,J7,1.0
02ee768602,J8,2.0
02ee768602,J9,2.0
02f536dde5,J1,1.0
02f536dde5,J2,2.0
02f536dde5,J3,2.0
02f536dde5,J4,2.0
02f536dde5,J5,1.0
02f536dde5,J6,2.0
02f536dde5,J7,2.0
02f536dde5,J8,2.0
02f536dde5,J9,2.0
0302cc963f,J1,3.0
0302cc963f,J2,3.0
0302cc963f,J3,2.0
0302cc963f,J4,3.0
0302cc963f,J5,3.0
0302cc963f,J6,3.0
0302cc963f,J7,3.0
0302cc963f,J8,3.0
0302cc963f,J9,3.0
0305b23bb6,J1,8.25
0305b23bb6,J2,8.25
0305b23bb6,J3,8.0
0305b23bb6,J4,7.75
0305b23bb6,J5,8.0
0305b23bb6,J6,8.25
0305b23bb6,J7,7.75
0305b23bb6,J8,8.0
0305b23bb6,J9,8.25
0308f9290b,J1,2.0
0308f9290b,J2,2.0
0308f9290b,J3,2.0
0308f9290b,J4,2.0
0308f9290b,J5,2.0
0308f9290b,J6,2.0
0308f9290b,J7,1.0
0308f9290b,J8,2.0
0308f9290b,J9,2.0
031f7e9287,J1,3.0
031f7e9287,J2,2.0
031f7e9287,J3,3.0
031f7e9287,J4,3.0
031f7e9287,J5,3.0
031f7e9287,J6,3.0
031f7e9287,J7,3.0
031f7e9287,J8,3.0
031f7e9287,J9,2.0
033cedb336,J1,9.0
033cedb336,J2,9.5
033cedb336,J3,8.75
033cedb336,J4,9.0
033cedb336,J5,9.25
033cedb336,J6,8.75
033cedb336,J7,9.0
033cedb336,J8,9.25
033cedb336,J9,9.0
035ea0c3c1,J1,1.0
035ea0c3c1,J2,0.0
035ea0c3c1,J3,0.0
035ea0c3c1,J4,1.0
035ea0c3c1,J5,1.0
035ea0c3c1,J6,1.0
035ea0c3c1,J7,1.0
035ea0c3c1,J8,1.0
035ea0c3c1,J9,1.0
037a997b87,J1,8.0
037a997b87,J2,8.0
037a997b87,J3,7.75
037a997b87,J4,8.25
037a997b87,J5,8.5
037a997b87,J6,8.0
037a997b87,J7,8.0
037a997b87,J8,7.75
037a997b87,J9,8.75
0380db9dc9,J1,3.0
0380db9dc9,J2,3.0
0380db9dc9,J3,2.0
0380db9dc9,J4,3.0
0380db9dc9,J5,2.0
0380db9dc9,J6,2.0
0380db9dc9,J7,3.0
0380db9dc9,J8,2.0
0380db9dc9,J9,3.0
038b1c1249,J1,8.75
038b1c1249,J2,8.25
038b1c1249,J3,8.5
038b1c1249,J4,8.75
038b1c1249,J5,8.5
038b1c1249,J6,8.25
038b1c1249,J7,8.5
038b1c1249,J8,8.5
038b1c1249,J9,7.75
03aa834db7,J1,7.0
03aa834db7,J2,7.5
03aa834db7,J3,7.5
03aa834db7,J4,8.0
03aa834db7,J5,7.0
03aa834db7,J6,8.25
03aa834db7,J7,7.25
03aa834db7,J8,7.5
03aa834db7,J9,7.75
03b1e61f7a,J1,9.5
03b1e61f7a,J2,9.0
03b1e61f7a,J3,9.75
03b1e61f7a,J4,9.5
03b1e61f7a,J5,9.25
03b1e61f7a,J6,9.75
03b1e61f7a,J7,9.5
03b1e61f7a,J8,9.75
03b1e61f7a,J9,9.0
03df0dd8b6,J1,7.0
03df0dd8b6,J2,7.25
03df0dd8b6,J3,6.75
03df0dd8b6,J4,7.25
03df0dd8b6,J5,7.5
03df0dd8b6,J6,7.5
03df0dd8b6,J7,7.25
03df0dd8b6,J8,7.25
03df0dd8b6,J9,7.5
03df888e92,J1,0.0
03df888e92,J2,0.0
03df888e92,J3,0.0
03df888e92,J4,0.0
03df888e92,J5,1.0
03df888e92,J6,1.0
03df888e92,J7,0.0
03df888e92,J8,2.0
03df888e92,J9,1.0
03e55745d1,J1,2.0
03e55745d1,J2,2.0
03e55745d1,J3,3.0
03e55745d1,J4,2.0
03e55745d1,J5,2.0
03e55745d1,J6,1.0
03e55745d1,J7,2.0
03e55745d1,J8,3.0
03e55745d1,J9,1.0
0407fc4804,J1,9.5
0407fc4804,J2,9.5
0407fc4804,J3,9.0
0407fc4804,J4,9.75
0407fc4804,J5,9.75
0407fc4804,J6,9.5
0407fc4804,J7,8.75
0407fc4804,J8,8.75
0407fc4804,J9,9.0
04210d1cd0,J1,7.5
04210d1cd0,J2,8.25
04210d1cd0,J3,8.0
04210d1cd0,J4,8.0
04210d1cd0,J5,8.5
04210d1cd0,J6,8.25
04210d1cd0,J7,8.5
04210d1cd0,J8,7.75
04210d1cd0,J9,8.0
042de0952c,J1,7.25
042de0952c,J2,6.75
042de0952c,J3,6.75
042de0952c,J4,6.5
042de0952c,J5,7.25
042de0952c,J6,6.75
042de0952c,J7,6.25
042de0952c,J8,7.25
042de0952c,J9,7.0
0435f11022,J1,3.0
0435f11022,J2,2.0
0435f11022,J3,3.0
0435f11022,J4,3.0
0435f11022,J5,3.0
0435f11022,J6,3.0
0435f11022,J7,2.0
0435f11022,J8,3.0
0435f11022,J9,3.0
044236e366,J1,0.0
044236e366,J2,1.0
044236e366,J3,1.0
044236e366,J4,0.0
044236e366,J5,1.0
044236e366,J6,1.0
044236e366,J7,1.0
044236e366,J8,0.0
044236e366,J9,1.0
04754bb3a9,J1,8.5
04754bb3a9,J2,8.75
04754bb3a9,J3,9.0
04754bb3a9,J4,8.5
04754bb3a9,J5,8.5
04754bb3a9,J6,8.5
04754bb3a9,J7,8.75
04754bb3a9,J8,8.5
04754bb3a9,J9,8.5
048825cb77,J1,0.0
048825cb77,J2,2.0
048825cb77,J3,2.0
048825cb77,J4,1.0
048825cb77,J5,1.0
048825cb77,J6,1.0
048825cb77,J7,2.0
048825cb77,J8,1.0
048825cb77,J9,1.0
049332df3e,J1,8.0
049332df3e,J2,8.25
049332df3e,J3,7.75
049332df3e,J4,8.5
049332df3e,J5,8.0
049332df3e,J6,8.5
049332df3e,J7,8.75
049332df3e,J8,8.0
049332df3e,J9,8.25
0497ef75cf,J1,1.0
0497ef75cf,J2,1.0
0497ef75cf,J3,1.0
0497ef75cf,J4,1.0
0497ef75cf,J5,0.0
0497ef75cf,J6,1.0
0497ef75cf,J7,1.0
0497ef75cf,J8,1.0
0497ef75cf,J9,1.0
049b448545,J1,2.0
049b448545,J2,2.0
049b448545,J3,3.0
049b448545,J4,2.0
049b448545,J5,3.0
049b448545,J6,2.0
049b448545,J7,3.0
049b448545,J8,3.0
049b448545,J9,2.0
04a0731431,J1,9.5
04a0731431,J2,8.75
04a0731431,J3,9.5
04a0731431,J4,8.75
04a0731431,J5,9.5
04a0731431,J6,8.75
04a0731431,J7,9.25
04a0731431,J8,9.5
04a0731431,J9,9.25
04b3cb9166,J1,2.0
04b3cb9166,J2,2.0
04b3cb9166,J3,2.0
04b3cb9166,J4,1.0
04b3cb9166,J5,3.0
04b3cb9166,J6,2.0
04b3cb9166,J7,2.0
04b3cb9166,J8,2.0
04b3cb9166,J9,3.0
04bc3ec529,J1,3.0
04bc3ec529,J2,3.0
04bc3ec529,J3,3.0
04bc3ec529,J4,3.0
04bc3ec529,J5,3.0
04bc3ec529,J6,3.0
04bc3ec529,J7,3.0
04bc3ec529,J8,3.0
04bc3ec529,J9,2.0
04c4e0de5f,J1,3.0
04c4e0de5f,J2,3.0
04c4e0de5f,J3,3.0
04c4e0de5f,J4,3.0
04c4e0de5f,J5,3.0
04c4e0de5f,J6,2.0
04c4e0de5f,J7,2.0
04c4e0de5f,J8,3.0
04c4e0de5f,J9,3.0
04d293c793,J1,7.0
04d293c793,J2,6.75
04d293c793,J3,7.25
04d293c793,J4,7.0
04d293c793,J5,6.75
04d293c793,J6,7.25
04d293c793,J7,7.0
04d293c793,J8,7.5
04d293c793,J9,6.5
04e3c4c8ca,J1,-1.0
04e3c4c8ca,J2,-1.0
04e3c4c8ca,J3,-1.0
04e3c4c8ca,J4,-1.0
04e3c4c8ca,J5,-1.0
04e3c4c8ca,J6,-2.0
04e3c4c8ca,J7,-1.0
04e3c4c8ca,J8,-1.0
04e3c4c8ca,J9,-1.0
05057fb245,J1,8.75
05057fb245,J2,9.0
05057fb245,J3,9.75
05057fb245,J4,8.75
05057fb245,J5,8.75
05057fb245,J6,8.75
05057fb245,J7,9.0
05057fb245,J8,9.0
05057fb245,J9,9.25
051e7040ed,J1,1.0
051e7040ed,J2,1.0
051e7040ed,J3,1.0
051e7040ed,J4,2.0
051e7040ed,J5,1.0
051e7040ed,J6,0.0
051e7040ed,J7,1.0
051e7040ed,J8,2.0
051e7040ed,J9,1.0
0525b0a7ad,J1,1.0
0525b0a7ad,J2,2.0
0525b0a7ad,J3,1.0
0525b0a7ad,J4,2.0
0525b0a7ad,J5,1.0
0525b0a7ad,J6,1.0
0525b0a7ad,J7,2.0
0525b0a7ad,J8,1.0
0525b0a7ad,J9,1.0
05273b5f57,J1,2.0
05273b5f57,J2,2.0
05273b5f57,J3,3.0
05273b5f57,J4,3.0
05273b5f57,J5,1.0
05273b5f57,J6,1.0
05273b5f57,J7,2.0
05273b5f57,J8,1.0
05273b5f57,J9,3.0
052bddbb72,J1,6.5
052bddbb72,J2,6.0
052bddbb72,J3,5.75
052bddbb72,J4,5.75
052bddbb72,J5,6.0
052bddbb72,J6,6.0
052bddbb72,J7,7.0
052bddbb72,J8,6.5
052bddbb72,J9,5.75
05343917f8,J1,2.0
05343917f8,J2,1.0
05343917f8,J3,3.0
05343917f8,J4,2.0
05343917f8,J5,2.0
05343917f8,J6,2.0
05343917f8,J7,2.0
05343917f8,J8,1.0
05343917f8,J9,2.0
05479beaca,J1,8.5
05479beaca,J2,8.5
05479beaca,J3,8.5
05479beaca,J4,8.75
05479beaca,J5,8.75
05479beaca,J6,9.0
05479beaca,J7,8.75
05479beaca,J8,7.75
05479beaca,J9,8.25
054e1344c6,J1,3.0
054e1344c6,J2,2.0
054e1344c6,J3,2.0
054e1344c6,J4,3.0
054e1344c6,J5,2.0
054e1344c6,J6,2.0
054e1344c6,J7,3.0
054e1344c6,J8,2.0
054e1344c6,J9,3.0
056dfdffd2,J1,7.25
056dfdffd2,J2,6.5
056dfdffd2,J3,7.25
056dfdffd2,J4,6.75
056dfdffd2,J5,7.0
056dfdffd2,J6,7.0
056dfdffd2,J7,7.0
056dfdffd2,J8,7.25
056dfdffd2,J9,6.5
0570eb7f0f,J1,7.25
0570eb7f0f,J2,7.5
0570eb7f0f,J3,7.25
0570eb7f0f,J4,7.25
0570eb7f0f,J5,6.75
0570eb7f0f,J6,7.25
0570eb7f0f,J7,7.5
0570eb7f0f,J8,7.25
0570eb7f0f,J9,7.5
057ba3ddbb,J1,9.0
057ba3ddbb,J2,9.0
057ba3ddbb,J3,9.5
057ba3ddbb,J4,9.5
057ba3ddbb,J5,9.0
057ba3ddbb,J6,9.5
057ba3ddbb,J7,9.5
057ba3ddbb,J8,9.25
057ba3ddbb,J9,9.25
05861014a1,J1,7.75
05861014a1,J2,7.75
05861014a1,J3,8.25
05861014a1,J4,8.5
05861014a1,J5,8.5
05861014a1,J6,8.25
05861014a1,J7,8.0
05861014a1,J8,8.25
05861014a1,J9,8.0
0597f2df18,J1,3.0
0597f2df18,J2,2.0
0597f2df18,J3,2.0
0597f2df18,J4,2.0
0597f2df18,J5,2.0
0597f2df18,J6,2.0
0597f2df18,J7,2.0
0597f2df18,J8,3.0
0597f2df18,J9,3.0
05a2aebd7a,J1,2.0
05a2aebd7a,J2,2.0
05a2aebd7a,J3,2.0
05a2aebd7a,J4,1.0
05a2aebd7a,J5,1.0
05a2aebd7a,J6,1.0
05a2aebd7a,J7,2.0
05a2aebd7a,J8,2.0
05a2aebd7a,J9,1.0
05aaca6c5e,J1,9.0
05aaca6c5e,J2,8.0
05aaca6c5e,J3,8.5
05aaca6c5e,J4,8.75
05aaca6c5e,J5,8.5
05aaca6c5e,J6,7.75
05aaca6c5e,J7,8.0
05aaca6c5e,J8,7.5
05aaca6c5e,J9,7.75
05b6351d1f,J1,8.75
05b6351d1f,J2,8.75
05b6351d1f,J3,8.75
05b6351d1f,J4,8.0
05b6351d1f,J5,8.25
05b6351d1f,J6,8.75
05b6351d1f,J7,8.5
05b6351d1f,J8,8.75
05b6351d1f,J9,8.75
05d194f16e,J1,7.25
05d194f16e,J2,7.25
05d194f16e,J3,7.5
05d194f16e,J4,7.75
05d194f16e,J5,7.5
05d194f16e,J6,8.0
05d194f16e,J7,7.75
05d194f16e,J8,7.0
05d194f16e,J9,7.5
05e699518c,J1,8.25
05e699518c,J2,8.0
05e699518c,J3,7.75
05e699518c,J4,8.25
05e699518c,J5,7.75
05e699518c,J6,8.25
05e699518c,J7,8.25
05e699518c,J8,8.25
05e699518c,J9,7.5
05ee3d8ad9,J1,1.0
05ee3d8ad9,J2,1.0
05ee3d8ad9,J3,3.0
05ee3d8ad9,J4,2.0
05ee3d8ad9,J5,1.0
05ee3d8ad9,J6,1.0
05ee3d8ad9,J7,2.0
05ee3d8ad9,J8,1.0
05ee3d8ad9,J9,0.0
061e3e0d98,J1,1.0
061e3e0d98,J2,1.0
061e3e0d98,J3,1.0
061e3e0d98,J4,0.0
061e3e0d98,J5,0.0
061e3e0d98,J6,1.0
061e3e0d98,J7,1.0
061e3e0d98,J8,0.0
061e3e0d98,J9,1.0
062b2de90d,J1,9.25
062b2de90d,J2,9.25
062b2de90d,J3,10.0
062b2de90d,J4,9.5
062b2de90d,J5,9.75
062b2de90d,J6,9.25
062b2de90d,J7,9.75
062b2de90d,J8,9.25
062b2de90d,J9,9.5
063454bc1e,J1,7.25
063454bc1e,J2,7.0
063454bc1e,J3,7.5
063454bc1e,J4,7.0
063454bc1e,J5,7.0
063454bc1e,J6,7.0
063454bc1e,J7,7.5
063454bc1e,J8,7.25
063454bc1e,J9,7.25
0638f9c069,J1,2.0
0638f9c069,J2,2.0
0638f9c069,J3,2.0
0638f9c069,J4,2.0
0638f9c069,J5,2.0
0638f9c069,J6,2.0
0638f9c069,J7,2.0
0638f9c069,J8,1.0
0638f9c069,J9,3.0
063c0013d2,J1,8.25
063c0013d2,J2,7.75
063c0013d2,J3,8.0
063c0013d2,J4,8.0
063c0013d2,J5,7.25
063c0013d2,J6,7.75
063c0013d2,J7,7.5
063c0013d2,J8,7.75
063c0013d2,J9,8.0
064221111d,J1,0.0
064221111d,J2,1.0
064221111d,J3,1.0
064221111d,J4,0.0
064221111d,J5,1.0
064221111d,J6,0.0
064221111d,J7,2.0
064221111d,J8,1.0
064221111d,J9,1.0
06709e0795,J1,8.0
06709e0795,J2,8.5
06709e0795,J3,8.0
06709e0795,J4,9.0
06709e0795,J5,8.5
06709e0795,J6,9.0
06709e0795,J7,9.25
06709e0795,J8,8.25
06709e0795,J9,8.5
067956e821,J1,6.25
067956e821,J2,7.25
067956e821,J3,6.5
067956e821,J4,6.75
067956e821,J5,6.5
067956e821,J6,7.25
067956e821,J7,7.0
067956e821,J8,7.5
067956e821,J9,7.25
06801c1887,J1,1.0
06801c1887,J2,1.0
06801c1887,J3,2.0
06801c1887,J4,1.0
06801c1887,J5,1.0
06801c1887,J6,1.0
06801c1887,J7,1.0
06801c1887,J8,2.0
06801c1887,J9,1.0
06840df957,J1,1.0
06840df957,J2,2.0
06840df957,J3,1.0
06840df957,J4,1.0
06840df957,J5,1.0
06840df957,J6,2.0
06840df957,J7,1.0
06840df957,J8,0.0
06840df957,J9,1.0
068cd10c10,J1,2.0
068cd10c10,J2,2.0
068cd10c10,J3,2.0
068cd10c10,J4,2.0
068cd10c10,J5,2.0
068cd10c10,J6,1.0
068cd10c10,J7,2.0
068cd10c10,J8,3.0
068cd10c10,J9,2.0
06a5ec7ab7,J1,9.0
06a5ec7ab7,J2,9.0
06a5ec7ab7,J3,9.75
06a5ec7ab7,J4,9.5
06a5ec7ab7,J5,9.25
06a5ec7ab7,J6,9.25
06a5ec7ab7,J7,9.25
06a5ec7ab7,J8,9.25
06a5ec7ab7,J9,9.25
06c28a24cd,J1,0.0
06c28a24cd,J2,-1.0
06c28a24cd,J3,1.0
06c28a24cd,J4,1.0
06c28a24cd,J5,0.0
06c28a24cd,J6,1.0
06c28a24cd,J7,1.0
06c28a24cd,J8,0.0
06c28a24cd,J9,1.0
06caa28ade,J1,5.5
06caa28ade,J2,5.0
06caa28ade,J3,6.25
06caa28ade,J4,5.5
06caa28ade,J5,5.5
06caa28ade,J6,6.5
06caa28ade,J7,5.75
06caa28ade,J8,5.75
06caa28ade,J9,5.75
06dd946200,J1,8.25
06dd946200,J2,8.0
06dd946200,J3,8.5
06dd946200,J4,7.75
06dd946200,J5,7.5
06dd946200,J6,7.5
06dd946200,J7,8.0
06dd946200,J8,8.0
06dd946200,J9,8.5
070ccef67d,J1,0.0
070ccef67d,J2,-1.0
070ccef67d,J3,2.0
070ccef67d,J4,1.0
070ccef67d,J5,1.0
070ccef67d,J6,2.0
070ccef67d,J7,0.0
070ccef67d,J8,2.0
070ccef67d,J9,1.0
0713078bfd,J1,0.0
0713078bfd,J2,0.0
0713078bfd,J3,2.0
0713078bfd,J4,1.0
0713078bfd,J5,1.0
0713078bfd,J6,0.0
0713078bfd,J7,0.0
0713078bfd,J8,1.0
0713078bfd,J9,1.0
0726cc971c,J1,1.0
0726cc971c,J2,2.0
0726cc971c,J3,1.0
0726cc971c,J4,2.0
0726cc971c,J5,0.0
0726cc971c,J6,2.0
0726cc971c,J7,2.0
0726cc971c,J8,1.0
0726cc971c,J9,1.0
07316244a3,J1,2.0
07316244a3,J2,0.0
07316244a3,J3,1.0
07316244a3,J4,1.0
07316244a3,J5,1.0
07316244a3,J6,1.0
07316244a3,J7,1.0
