aspect_id,judge,judge_goe
0308f9290b,J3,1.4
0308f9290b,J4,1.4
0308f9290b,J5,1.4
0308f9290b,J6,1.4
0308f9290b,J7,0.7
0308f9290b,J8,1.4
0308f9290b,J9,1.4
031f7e9287,J1,1.5
031f7e9287,J2,1.0
031f7e9287,J3,1.5
031f7e9287,J4,1.5
031f7e9287,J5,1.5
031f7e9287,J6,1.5
031f7e9287,J7,1.5
031f7e9287,J8,1.5
031f7e9287,J9,1.0
035ea0c3c1,J1,0.6
035ea0c3c1,J2,0.0
035ea0c3c1,J3,0.0
035ea0c3c1,J4,0.6
035ea0c3c1,J5,0.6
035ea0c3c1,J6,0.6
035ea0c3c1,J7,0.6
035ea0c3c1,J8,0.6
035ea0c3c1,J9,0.6
0380db9dc9,J1,1.5
0380db9dc9,J2,1.5
0380db9dc9,J3,1.0
0380db9dc9,J4,1.5
0380db9dc9,J5,1.0
0380db9dc9,J6,1.0
0380db9dc9,J7,1.5
0380db9dc9,J8,1.0
0380db9dc9,J9,1.5
03df888e92,J1,0.0
03df888e92,J2,0.0
03df888e92,J3,0.0
03df888e92,J4,0.0
03df888e92,J5,0.7
03df888e92,J6,0.7
03df888e92,J7,0.0
03df888e92,J8,1.4
03df888e92,J9,0.7
03e55745d1,J1,1.0
03e55745d1,J2,1.0
03e55745d1,J3,1.5
03e55745d1,J4,1.0
03e55745d1,J5,1.0
03e55745d1,J6,0.5
03e55745d1,J7,1.0
03e55745d1,J8,1.5
03e55745d1,J9,0.5
0435f11022,J1,2.1
0435f11022,J2,1.4
0435f11022,J3,2.1
0435f11022,J4,2.1
0435f11022,J5,2.1
0435f11022,J6,2.1
0435f11022,J7,1.4
0435f11022,J8,2.1
0435f11022,J9,2.1
044236e366,J1,0.0
044236e366,J2,0.5
044236e366,J3,0.5
044236e366,J4,0.0
044236e366,J5,0.5
044236e366,J6,0.5
044236e366,J7,0.5
044236e366,J8,0.0
044236e366,J9,0.5
048825cb77,J1,0.0
048825cb77,J2,1.4
048825cb77,J3,1.4
048825cb77,J4,0.7
048825cb77,J5,0.7
048825cb77,J6,0.7
048825cb77,J7,1.4
048825cb77,J8,0.7
048825cb77,J9,0.7
0497ef75cf,J1,0.5
0497ef75cf,J2,0.5
0497ef75cf,J3,0.5
0497ef75cf,J4,0.5
0497ef75cf,J5,0.0
0497ef75cf,J6,0.5
0497ef75cf,J7,0.5
0497ef75cf,J8,0.5
0497ef75cf,J9,0.5
049b448545,J1,1.0
049b448545,J2,1.0
049b448545,J3,1.5
049b448545,J4,1.0
049b448545,J5,1.5
049b448545,J6,1.0
049b448545,J7,1.5
049b448545,J8,1.5
049b448545,J9,1.0
04b3cb9166,J1,1.4
04b3cb9166,J2,1.4
04b3cb9166,J3,1.4
04b3cb9166,J4,0.7
04b3cb9166,J5,2.1
04b3cb9166,J6,1.4
04b3cb9166,J7,1.4
04b3cb9166,J8,1.4
04b3cb9166,J9,2.1
04bc3ec529,J1,1.8
04bc3ec529,J2,1.8
04bc3ec529,J3,1.8
04bc3ec529,J4,1.8
04bc3ec529,J5,1.8
04bc3ec529,J6,1.8
04bc3ec529,J7,1.8
04bc3ec529,J8,1.8
04bc3ec529,J9,1.2
04c4e0de5f,J1,2.1
04c4e0de5f,J2,2.1
04c4e0de5f,J3,2.1
04c4e0de5f,J4,2.1
04c4e0de5f,J5,2.1
04c4e0de5f,J6,1.4
04c4e0de5f,J7,1.4
04c4e0de5f,J8,2.1
04c4e0de5f,J9,2.1
04e3c4c8ca,J1,-0.7
04e3c4c8ca,J2,-0.7
04e3c4c8ca,J3,-0.7
04e3c4c8ca,J4,-0.7
04e3c4c8ca,J5,-0.7
04e3c4c8ca,J6,-1.4
04e3c4c8ca,J7,-0.7
04e3c4c8ca,J8,-0.7
04e3c4c8ca,J9,-0.7
051e7040ed,J1,0.5
051e7040ed,J2,0.5
051e7040ed,J3,0.5
051e7040ed,J4,1.0
051e7040ed,J5,0.5
051e7040ed,J6,0.0
051e7040ed,J7,0.5
051e7040ed,J8,1.0
051e7040ed,J9,0.5
0525b0a7ad,J1,0.5
0525b0a7ad,J2,1.0
0525b0a7ad,J3,0.5
0525b0a7ad,J4,1.0
0525b0a7ad,J5,0.5
0525b0a7ad,J6,0.5
0525b0a7ad,J7,1.0
0525b0a7ad,J8,0.5
0525b0a7ad,J9,0.5
05273b5f57,J1,1.4
05273b5f57,J2,1.4
05273b5f57,J3,2.1
05273b5f57,J4,2.1
05273b5f57,J5,0.7
05273b5f57,J6,0.7
05273b5f57,J7,1.4
05273b5f57,J8,0.7
05273b5f57,J9,2.1
05343917f8,J1,1.2
05343917f8,J2,0.6
05343917f8,J3,1.8
05343917f8,J4,1.2
05343917f8,J5,1.2
05343917f8,J6,1.2
05343917f8,J7,1.2
05343917f8,J8,0.6
05343917f8,J9,1.2
054e1344c6,J1,2.1
054e1344c6,J2,1.4
054e1344c6,J3,1.4
054e1344c6,J4,2.1
054e1344c6,J5,1.4
054e1344c6,J6,1.4
054e1344c6,J7,2.1
054e1344c6,J8,1.4
054e1344c6,J9,2.1
0597f2df18,J1,1.5
0597f2df18,J2,1.0
0597f2df18,J3,1.0
0597f2df18,J4,1.0
0597f2df18,J5,1.0
0597f2df18,J6,1.0
0597f2df18,J7,1.0
0597f2df18,J8,1.5
0597f2df18,J9,1.5
05a2aebd7a,J1,1.4
05a2aebd7a,J2,1.4
05a2aebd7a,J3,1.4
05a2aebd7a,J4,0.7
05a2aebd7a,J5,0.7
05a2aebd7a,J6,0.7
05a2aebd7a,J7,1.4
05a2aebd7a,J8,1.4
05a2aebd7a,J9,0.7
05ee3d8ad9,J1,0.7
05ee3d8ad9,J2,0.7
05ee3d8ad9,J3,2.1
05ee3d8ad9,J4,1.4
05ee3d8ad9,J5,0.7
05ee3d8ad9,J6,0.7
05ee3d8ad9,J7,1.4
05ee3d8ad9,J8,0.7
05ee3d8ad9,J9,0.0
061e3e0d98,J1,0.5
061e3e0d98,J2,0.5
061e3e0d98,J3,0.5
061e3e0d98,J4,0.0
061e3e0d98,J5,0.0
061e3e0d98,J6,0.5
061e3e0d98,J7,0.5
061e3e0d98,J8,0.0
061e3e0d98,J9,0.5
0638f9c069,J1,2.0
0638f9c069,J2,2.0
0638f9c069,J3,2.0
0638f9c069,J4,2.0
0638f9c069,J5,2.0
0638f9c069,J6,2.0
0638f9c069,J7,2.0
0638f9c069,J8,1.0
0638f9c069,J9,3.0
064221111d,J1,0.0
064221111d,J2,0.5
064221111d,J3,0.5
064221111d,J4,0.0
064221111d,J5,0.5
064221111d,J6,0.0
064221111d,J7,1.0
064221111d,J8,0.5
064221111d,J9,0.5
06801c1887,J1,0.5
06801c1887,J2,0.5
06801c1887,J3,1.0
06801c1887,J4,0.5
06801c1887,J5,0.5
06801c1887,J6,0.5
06801c1887,J7,0.5
06801c1887,J8,1.0
06801c1887,J9,0.5
06840df957,J1,0.6
06840df957,J2,1.2
06840df957,J3,0.6
06840df957,J4,0.6
06840df957,J5,0.6
06840df957,J6,1.2
06840df957,J7,0.6
06840df957,J8,0.0
06840df957,J9,0.6
068cd10c10,J1,1.4
068cd10c10,J2,1.4
068cd10c10,J3,1.4
068cd10c10,J4,1.4
068cd10c10,J5,1.4
068cd10c10,J6,0.7
068cd10c10,J7,1.4
068cd10c10,J8,2.1
068cd10c10,J9,1.4
06c28a24cd,J1,0.0
06c28a24cd,J2,-0.5
06c28a24cd,J3,0.6
06c28a24cd,J4,0.6
06c28a24cd,J5,0.0
06c28a24cd,J6,0.6
06c28a24cd,J7,0.6
06c28a24cd,J8,0.0
06c28a24cd,J9,0.6
070ccef67d,J1,0.0
070ccef67d,J2,-1.0
070ccef67d,J3,2.0
070ccef67d,J4,1.0
070ccef67d,J5,1.0
070ccef67d,J6,2.0
070ccef67d,J7,0.0
070ccef67d,J8,2.0
070ccef67d,J9,1.0
0713078bfd,J1,0.0
0713078bfd,J2,0.0
0713078bfd,J3,2.0
0713078bfd,J4,1.0
0713078bfd,J5,1.0
0713078bfd,J6,0.0
0713078bfd,J7,0.0
0713078bfd,J8,1.0
0713078bfd,J9,1.0
0726cc971c,J1,1.0
0726cc971c,J2,2.0
0726cc971c,J3,1.0
0726cc971c,J4,2.0
0726cc971c,J5,0.0
0726cc971c,J6,2.0
0726cc971c,J7,2.0
0726cc971c,J8,1.0
0726cc971c,J9,1.0
07316244a3,J1,1.4
07316244a3,J2,0.0
07316244a3,J3,0.7
07316244a3,J4,0.7
07316244a3,J5,0.7
07316244a3,J6,0.7
07316244a3,J7,0.7
07316244a3,J8,0.7
07316244a3,J9,0.7
078e14c562,J1,-2.1
078e14c562,J2,-2.1
078e14c562,J3,-2.1
078e14c562,J4,-2.1
078e14c562,J5,-2.1
078e14c562,J6,-2.1
078e14c562,J7,-2.1
078e14c562,J8,-2.1
078e14c562,J9,-2.1
07a4559e11,J1,-1.0
07a4559e11,J2,0.0
07a4559e11,J3,1.1
07a4559e11,J4,1.1
07a4559e11,J5,0.0
07a4559e11,J6,2.2
07a4559e11,J7,1.1
07a4559e11,J8,-1.0
07a4559e11,J9,0.0
07fdf49cc3,J1,0.0
07fdf49cc3,J2,0.7
07fdf49cc3,J3,1.4
07fdf49cc3,J4,0.7
07fdf49cc3,J5,0.7
07fdf49cc3,J6,0.7
07fdf49cc3,J7,0.7
07fdf49cc3,J8,1.4
07fdf49cc3,J9,1.4
0802876671,J1,1.4
0802876671,J2,1.4
0802876671,J3,1.4
0802876671,J4,1.4
0802876671,J5,0.7
0802876671,J6,1.4
0802876671,J7,2.1
0802876671,J8,1.4
0802876671,J9,1.4
08064587b5,J1,1.4
08064587b5,J2,1.4
08064587b5,J3,1.4
08064587b5,J4,1.4
08064587b5,J5,0.7
08064587b5,J6,1.4
08064587b5,J7,1.4
08064587b5,J8,1.4
08064587b5,J9,1.4
080e62bbd8,J1,1.4
080e62bbd8,J2,1.4
080e62bbd8,J3,1.4
080e62bbd8,J4,2.1
080e62bbd8,J5,2.1
080e62bbd8,J6,2.1
080e62bbd8,J7,1.4
080e62bbd8,J8,2.1
080e62bbd8,J9,2.1
081d3816ef,J1,1.0
081d3816ef,J2,0.5
081d3816ef,J3,1.0
081d3816ef,J4,0.5
081d3816ef,J5,1.0
081d3816ef,J6,0.5
081d3816ef,J7,0.5
081d3816ef,J8,0.5
081d3816ef,J9,1.0
08251a2bc4,J1,0.7
08251a2bc4,J2,0.7
08251a2bc4,J3,1.4
08251a2bc4,J4,0.7
08251a2bc4,J5,0.7
08251a2bc4,J6,0.7
08251a2bc4,J7,1.4
08251a2bc4,J8,1.4
08251a2bc4,J9,0.7
082ea68f45,J1,1.4
082ea68f45,J2,0.7
082ea68f45,J3,0.7
082ea68f45,J4,1.4
082ea68f45,J5,1.4
082ea68f45,J6,1.4
082ea68f45,J7,1.4
082ea68f45,J8,0.7
082ea68f45,J9,0.7
086cd80447,J1,3.3
086cd80447,J2,2.2
086cd80447,J3,3.3
086cd80447,J4,3.3
086cd80447,J5,3.3
086cd80447,J6,2.2
086cd80447,J7,3.3
086cd80447,J8,3.3
086cd80447,J9,2.2
08723cbb5e,J1,1.1
08723cbb5e,J2,1.1
08723cbb5e,J3,1.1
08723cbb5e,J4,1.1
08723cbb5e,J5,0.0
08723cbb5e,J6,1.1
08723cbb5e,J7,0.0
08723cbb5e,J8,0.0
08723cbb5e,J9,0.0
088ee436e4,J1,1.8
088ee436e4,J2,1.2
088ee436e4,J3,1.8
088ee436e4,J4,1.2
088ee436e4,J5,1.8
088ee436e4,J6,1.8
088ee436e4,J7,1.2
088ee436e4,J8,1.2
088ee436e4,J9,1.8
089c020d00,J1,0.0
089c020d00,J2,1.4
089c020d00,J3,0.7
089c020d00,J4,0.7
089c020d00,J5,0.7
089c020d00,J6,0.7
089c020d00,J7,0.7
089c020d00,J8,0.7
089c020d00,J9,0.7
08d04edf2e,J1,0.5
08d04edf2e,J2,0.5
08d04edf2e,J3,0.5
08d04edf2e,J4,0.5
08d04edf2e,J5,0.5
08d04edf2e,J6,0.0
08d04edf2e,J7,0.5
08d04edf2e,J8,1.0
08d04edf2e,J9,0.5
0920e63fd2,J1,0.0
0920e63fd2,J2,0.0
0920e63fd2,J3,0.0
0920e63fd2,J4,0.0
0920e63fd2,J5,0.0
0920e63fd2,J6,0.6
0920e63fd2,J7,0.0
0920e63fd2,J8,0.0
0920e63fd2,J9,0.6
09593418ce,J1,1.1
09593418ce,J2,1.1
09593418ce,J3,2.2
09593418ce,J4,2.2
09593418ce,J5,2.2
09593418ce,J6,2.2
09593418ce,J7,2.2
09593418ce,J8,2.2
09593418ce,J9,1.1
09621656a4,J1,1.0
09621656a4,J2,0.5
09621656a4,J3,1.0
09621656a4,J4,0.5
09621656a4,J5,0.5
09621656a4,J6,0.5
09621656a4,J7,1.0
09621656a4,J8,0.5
09621656a4,J9,0.5
0983e7fa2d,J1,1.0
0983e7fa2d,J2,1.0
0983e7fa2d,J3,1.0
0983e7fa2d,J4,0.5
0983e7fa2d,J5,1.0
0983e7fa2d,J6,1.0
0983e7fa2d,J7,0.5
0983e7fa2d,J8,1.5
0983e7fa2d,J9,1.0
0997a39567,J1,1.2
0997a39567,J2,1.8
0997a39567,J3,1.2
0997a39567,J4,0.0
0997a39567,J5,1.2
0997a39567,J6,1.2
0997a39567,J7,1.2
0997a39567,J8,1.2
0997a39567,J9,1.2
09afc19992,J1,1.5
09afc19992,J2,1.0
09afc19992,J3,1.5
09afc19992,J4,1.0
09afc19992,J5,1.0
09afc19992,J6,1.0
09afc19992,J7,1.0
09afc19992,J8,1.5
09afc19992,J9,1.0
09f20540c4,J1,0.6
09f20540c4,J2,0.6
09f20540c4,J3,1.8
09f20540c4,J4,1.2
09f20540c4,J5,1.2
09f20540c4,J6,1.2
09f20540c4,J7,1.2
09f20540c4,J8,0.6
09f20540c4,J9,1.2
0a08d2184b,J1,0.5
0a08d2184b,J2,0.5
0a08d2184b,J3,0.0
0a08d2184b,J4,0.5
0a08d2184b,J5,0.5
0a08d2184b,J6,0.5
0a08d2184b,J7,1.0
0a08d2184b,J8,0.5
0a08d2184b,J9,0.0
0a10b210f2,J1,1.0
0a10b210f2,J2,1.5
0a10b210f2,J3,1.0
0a10b210f2,J4,1.5
0a10b210f2,J5,1.0
0a10b210f2,J6,1.0
0a10b210f2,J7,0.5
0a10b210f2,J8,0.5
0a10b210f2,J9,1.5
0a31598357,J1,1.4
0a31598357,J2,1.4
0a31598357,J3,1.4
0a31598357,J4,0.7
0a31598357,J5,1.4
0a31598357,J6,1.4
0a31598357,J7,1.4
0a31598357,J8,1.4
0a31598357,J9,1.4
0a321fdd62,J1,1.5
0a321fdd62,J2,1.5
0a321fdd62,J3,1.5
0a321fdd62,J4,0.5
0a321fdd62,J5,1.0
0a321fdd62,J6,1.0
0a321fdd62,J7,1.0
0a321fdd62,J8,1.0
0a321fdd62,J9,1.5
0a712c020f,J1,2.0
0a712c020f,J2,0.0
0a712c020f,J3,0.0
0a712c020f,J4,2.0
0a712c020f,J5,1.0
0a712c020f,J6,1.0
0a712c020f,J7,1.0
0a712c020f,J8,1.0
0a712c020f,J9,1.0
0a7a172a8b,J1,2.1
0a7a172a8b,J2,2.1
0a7a172a8b,J3,2.1
0a7a172a8b,J4,2.1
0a7a172a8b,J5,2.1
0a7a172a8b,J6,2.1
0a7a172a8b,J7,2.1
0a7a172a8b,J8,2.1
0a7a172a8b,J9,2.1
0a7d6797b0,J1,0.0
0a7d6797b0,J2,1.1
0a7d6797b0,J3,0.0
0a7d6797b0,J4,0.0
0a7d6797b0,J5,1.1
0a7d6797b0,J6,1.1
0a7d6797b0,J7,0.0
0a7d6797b0,J8,1.1
0a7d6797b0,J9,1.1
0a906c306e,J1,1.5
0a906c306e,J2,1.0
0a906c306e,J3,1.5
0a906c306e,J4,1.5
0a906c306e,J5,1.0
0a906c306e,J6,1.5
0a906c306e,J7,1.0
0a906c306e,J8,1.5
0a906c306e,J9,1.0
0a99c5c478,J1,3.0
0a99c5c478,J2,3.0
0a99c5c478,J3,2.0
0a99c5c478,J4,3.0
0a99c5c478,J5,3.0
0a99c5c478,J6,3.0
0a99c5c478,J7,2.0
0a99c5c478,J8,3.0
0a99c5c478,J9,2.0
0aa7d11ecc,J1,1.0
0aa7d11ecc,J2,1.0
0aa7d11ecc,J3,2.0
0aa7d11ecc,J4,2.0
0aa7d11ecc,J5,1.0
0aa7d11ecc,J6,1.0
0aa7d11ecc,J7,1.0
0aa7d11ecc,J8,1.0
0aa7d11ecc,J9,1.0
0acbf34610,J1,0.7
0acbf34610,J2,0.7
0acbf34610,J3,1.4
0acbf34610,J4,1.4
0acbf34610,J5,0.0
0acbf34610,J6,1.4
0acbf34610,J7,0.7
0acbf34610,J8,0.7
0acbf34610,J9,0.7
0ad7e6a290,J1,0.7
0ad7e6a290,J2,0.7
0ad7e6a290,J3,0.0
0ad7e6a290,J4,0.7
0ad7e6a290,J5,0.0
0ad7e6a290,J6,0.7
0ad7e6a290,J7,0.0
0ad7e6a290,J8,0.7
0ad7e6a290,J9,0.7
0adacd1fe0,J1,0.0
0adacd1fe0,J2,1.1
0adacd1fe0,J3,0.0
0adacd1fe0,J4,0.0
0adacd1fe0,J5,1.1
0adacd1fe0,J6,1.1
0adacd1fe0,J7,1.1
0adacd1fe0,J8,1.1
0adacd1fe0,J9,1.1
0ae442b5d4,J1,1.4
0ae442b5d4,J2,2.1
0ae442b5d4,J3,1.4
0ae442b5d4,J4,0.7
0ae442b5d4,J5,1.4
0ae442b5d4,J6,2.1
0ae442b5d4,J7,2.1
0ae442b5d4,J8,2.1
0ae442b5d4,J9,0.7
0b27e21c9d,J1,1.4
0b27e21c9d,J2,1.4
0b27e21c9d,J3,0.7
0b27e21c9d,J4,1.4
0b27e21c9d,J5,1.4
0b27e21c9d,J6,0.7
0b27e21c9d,J7,1.4
0b27e21c9d,J8,1.4
0b27e21c9d,J9,1.4
0b38dd6297,J1,1.4
0b38dd6297,J2,0.7
0b38dd6297,J3,1.4
0b38dd6297,J4,1.4
0b38dd6297,J5,1.4
0b38dd6297,J6,1.4
0b38dd6297,J7,1.4
0b38dd6297,J8,1.4
0b38dd6297,J9,1.4
0baa40e0cc,J1,-1.4
0baa40e0cc,J2,1.4
0baa40e0cc,J3,-1.4
0baa40e0cc,J4,-0.7
0baa40e0cc,J5,-0.7
0baa40e0cc,J6,0.7
0baa40e0cc,J7,0.7
0baa40e0cc,J8,0.7
0baa40e0cc,J9,-1.4
0bc5a06c6b,J1,-1.4
0bc5a06c6b,J2,-2.1
0bc5a06c6b,J3,-2.1
0bc5a06c6b,J4,-2.1
0bc5a06c6b,J5,-1.4
0bc5a06c6b,J6,-1.4
0bc5a06c6b,J7,-2.1
0bc5a06c6b,J8,-1.4
0bc5a06c6b,J9,-2.1
0bec86b1a8,J1,1.4
0bec86b1a8,J2,1.4
0bec86b1a8,J3,2.1
0bec86b1a8,J4,1.4
0bec86b1a8,J5,1.4
0bec86b1a8,J6,0.7
0bec86b1a8,J7,0.7
0bec86b1a8,J8,0.7
0bec86b1a8,J9,1.4
0bf4f32762,J1,0.5
0bf4f32762,J2,0.5
0bf4f32762,J3,0.5
0bf4f32762,J4,0.5
0bf4f32762,J5,1.0
0bf4f32762,J6,0.5
0bf4f32762,J7,0.5
0bf4f32762,J8,1.0
0bf4f32762,J9,1.0
0c3cb843f4,J1,1.0
0c3cb843f4,J2,1.5
0c3cb843f4,J3,1.0
0c3cb843f4,J4,1.0
0c3cb843f4,J5,1.5
0c3cb843f4,J6,1.5
0c3cb843f4,J7,1.0
0c3cb843f4,J8,1.0
0c3cb843f4,J9,1.0
0c4e15cd38,J1,-1.0
0c4e15cd38,J2,0.0
0c4e15cd38,J3,0.0
0c4e15cd38,J4,-1.0
0c4e15cd38,J5,-1.0
0c4e15cd38,J6,0.0
0c4e15cd38,J7,-1.0
0c4e15cd38,J8,-1.0
0c4e15cd38,J9,0.0
0c8e24e208,J1,0.5
0c8e24e208,J2,1.0
0c8e24e208,J3,1.0
0c8e24e208,J4,1.0
0c8e24e208,J5,1.0
0c8e24e208,J6,0.5
0c8e24e208,J7,1.0
0c8e24e208,J8,0.5
0c8e24e208,J9,1.0
0d286773cd,J1,1.4
0d286773cd,J2,1.4
0d286773cd,J3,1.4
0d286773cd,J4,1.4
0d286773cd,J5,0.7
0d286773cd,J6,1.4
0d286773cd,J7,0.7
0d286773cd,J8,2.1
0d286773cd,J9,2.1
0d5733fac1,J1,-4.0
0d5733fac1,J2,-2.4
0d5733fac1,J3,-4.0
0d5733fac1,J4,-4.0
0d5733fac1,J5,-2.4
0d5733fac1,J6,-2.4
0d5733fac1,J7,-4.0
0d5733fac1,J8,-4.0
0d5733fac1,J9,-2.4
0d793df82e,J1,-1.0
0d793df82e,J2,-1.0
0d793df82e,J3,-0.5
0d793df82e,J4,-0.5
0d793df82e,J5,-1.0
0d793df82e,J6,0.0
0d793df82e,J7,-0.5
0d793df82e,J8,-0.5
0d793df82e,J9,0.0
0da5357dfb,J1,0.7
0da5357dfb,J2,1.4
0da5357dfb,J3,1.4
0da5357dfb,J4,0.7
0da5357dfb,J5,1.4
0da5357dfb,J6,2.1
0da5357dfb,J7,1.4
0da5357dfb,J8,1.4
0da5357dfb,J9,1.4
0dbb725eb2,J1,-2.1
0dbb725eb2,J2,-2.1
0dbb725eb2,J3,-2.1
